PID,dateCaptured,field_contact_info,field_digital_origin,field_digital_reproduction_info,field_extent,field_form,"field_form, field_form_URI",field_form_URI,field_genre,field_identifier,field_institution_web_site,field_language_of_cataloging,field_linked_agent,field_note,field_oclc_symbol,field_physical_description_note,field_physical_location,"field_physical_location, field_institution_website",field_place_of_origin,field_preferred_citation,field_record_change_date,field_record_content_source,field_record_creation_date,field_record_origin,field_relation,field_repository_collection_guide,field_rights_information,field_rights_statement,field_shelf_location,field_subject_geographic,field_subject_topic,field_sublocation,nan
lsu-sc-gsc:50,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,,"2560 x 1568|2.5"" x 4.0"" (CDV studio card)",Photographs|Photographs|Photographs|Photographs|Photographs|Photographs|Photographs,,,,13940015r,,eng,,,LUU,Albumen prints,,LSU Libraries,,"G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.",2018-12-04-06:00,,2005-10-26|2005-10-26,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-gsc:collection,http://www.lib.lsu.edu/sites/default/files/sc/findaid/1394.pdf,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,"United States. Navy. Gulf Coast Blockading Squadron|Photographs|United States|History|Civil War, 1861-1865|Photographs|Baton Rouge (La.)|Photographs|Mississippi (Frigate)|Photographs",Hill Memorial Library: Special Collections,
lsu-sc-gsc:51,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,,"1576 x 2560|2.5"" x 4.0"" (CDV studio card)",Photographs|Photographs|Photographs|Photographs|Photographs|Photographs|Photographs,,,,13940015v,,eng,,,LUU,Albumen prints,,LSU Libraries,,"G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.",2018-12-04-06:00,,2005-10-26|2005-10-26,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-gsc:collection,http://www.lib.lsu.edu/sites/default/files/sc/findaid/1394.pdf,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,"United States. Navy. Gulf Coast Blockading Squadron|Photographs|United States|History|Civil War, 1861-1865|Photographs|Baton Rouge (La.)|Photographs|Mississippi (Frigate)|Photographs",Hill Memorial Library: Special Collections,
lsu-sc-gsc:5,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,,"2560 x 1561|2.5"" x 4.0"" (CDV studio card)",Photographs|Photographs|Photographs|Photographs|Photographs|Photographs|Photographs,,,,13940011r,,eng,,,LUU,Albumen prints,,LSU Libraries,,"G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.",2018-12-04-06:00,,2005-10-26|2005-10-26,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-gsc:collection,http://www.lib.lsu.edu/sites/default/files/sc/findaid/1394.pdf,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,"United States|History|Civil War, 1861-1865|Photographs|Baton Rouge (La.)|Photographs|Military camps|Louisiana|Baton Rouge|Photographs|Bird's-eye views|Photographs",Hill Memorial Library: Special Collections,
lsu-sc-gsc:6,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,,"1558 x 2560|2.5"" x 4.0"" (CDV studio card)",Photographs|Photographs|Photographs|Photographs|Photographs|Photographs|Photographs,,,,13940011v,,eng,,,LUU,Albumen prints,,LSU Libraries,,"G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.",2018-12-04-06:00,,2005-10-26|2005-10-26,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-gsc:collection,http://www.lib.lsu.edu/sites/default/files/sc/findaid/1394.pdf,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,"United States|History|Civil War, 1861-1865|Photographs|Baton Rouge (La.)|Photographs|Military camps|Louisiana|Baton Rouge|Photographs|Bird's-eye views|Photographs",Hill Memorial Library: Special Collections,
lsu-sc-gsc:7,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,,"2560 x 1562|2.5"" x 4.0"" (CDV studio card)",Photographs|Photographs|Photographs|Photographs|Photographs|Photographs|Photographs,,,,13940013b,,eng,,,LUU,Albumen prints,,LSU Libraries,,"G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.",2018-12-04-06:00,,2005-10-26|2005-10-26,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-gsc:collection,http://www.lib.lsu.edu/sites/default/files/sc/findaid/1394.pdf,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,"United States|History|Civil War, 1861-1865|Photographs|Baton Rouge (La.)|Photographs|United States. Navy. Gulf Coast Blockading Squadron|Photographs|Waterfronts|Louisiana|Baton Rouge|Photographs|Sailors|United States|Photographs",Hill Memorial Library: Special Collections,
lsu-sc-gsc:8,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,,"2560 x 1562|2.5"" x 4.0"" (CDV studio card)",Photographs|Photographs|Photographs|Photographs|Photographs|Photographs|Photographs,,,,13940013br,,eng,,,LUU,Albumen prints,,LSU Libraries,,"G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.",2018-12-04-06:00,,2005-10-26|2005-10-26,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-gsc:collection,http://www.lib.lsu.edu/sites/default/files/sc/findaid/1394.pdf,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,"United States|History|Civil War, 1861-1865|Photographs|Baton Rouge (La.)|Photographs|United States. Navy. Gulf Coast Blockading Squadron|Photographs|Waterfronts|Louisiana|Baton Rouge|Photographs|Sailors|United States|Photographs",Hill Memorial Library: Special Collections,
lsu-sc-gsc:9,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,,"1582 x 2560|2.5"" x 4.0"" (CDV studio card)",Photographs|Photographs|Photographs|Photographs|Photographs|Photographs|Photographs,,,,13940013bv,,eng,,,LUU,Albumen prints,,LSU Libraries,,"G. H. Suydam Collection (Mss. 1394), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.",2018-12-04-06:00,,2005-10-26|2005-10-26,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-gsc:collection,http://www.lib.lsu.edu/sites/default/files/sc/findaid/1394.pdf,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,"United States|History|Civil War, 1861-1865|Photographs|Baton Rouge (La.)|Photographs|United States. Navy. Gulf Coast Blockading Squadron|Photographs|Waterfronts|Louisiana|Baton Rouge|Photographs|Sailors|United States|Photographs",Hill Memorial Library: Special Collections,
lsu-sc-jja:11,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Photographed with large format 4in x 5in camera outfitted with a Better Light Precision Digital Imaging back|Photographed with large format 4in x 5in camera outfitted with a Better Light Precision Digital Imaging back,30in x 40in,Engravings|Engravings|Engravings|Engravings|Engravings|Engravings|Engravings,,,,aud00055|20039,,,,,LUU,Water-colored engraving with aquatint,,LSU Libraries,,"John James Audubon in Louisiana, Louisiana Digital Library, Baton Rouge, La.",11/14/18,Debbie Cannon,2007-04-27|2007-04-27,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-jja:collection,,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries",,,,Birds|North America|Birds|Pictorial works,Hill Memorial Library: Special Collections,
lsu-sc-jja:17,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.|Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.,30in x 40in,Engravings|Engravings|Engravings|Engravings|Engravings|Engravings|Engravings,,,,aud00005|20020,,,,,LUU,Water-colored engraving with aquatint,,LSU Libraries,,"John James Audubon in Louisiana, Louisiana Digital Library, Baton Rouge, La.",11/14/18,Lisa Lapointe,2007-05-07|2007-05-07,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-jja:collection,,"Physical rights are retained by the LSU Libraries.  Copyright of the original material is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,Birds|North America|Birds|Pictorial works,Hill Memorial Library: Special Collections,
lsu-sc-jja:20,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.|Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.,30in x 40in,Engravings|Engravings|Engravings|Engravings|Engravings|Engravings|Engravings,,,,aud00006|20022,,,,,LUU,Water-colored engraving with aquatint,,LSU Libraries,,"John James Audubon in Louisiana, Louisiana Digital Library, Baton Rouge, La.",11/14/18,Lisa Lapointe,2007-05-07|2007-05-07,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-jja:collection,,"Physical rights are retained by the LSU Libraries.  Copyright of the original material is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,Birds|North America|Birds|Pictorial works,Hill Memorial Library: Special Collections,
lsu-sc-jja:23,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.|Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.,30in x 40in,Engravings|Engravings|Engravings|Engravings|Engravings|Engravings|Engravings,,,,aud00003|20015,,,,,LUU,Water-colored engraving with aquatint,,LSU Libraries,,"John James Audubon in Louisiana, Louisiana Digital Library, Baton Rouge, La.",11/14/18,Aimee Everrett,2007-05-04|2007-05-04,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-jja:collection,,"Physical rights are retained by the LSU Libraries.  Copyright of the original material is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,Birds|North America|Birds|Pictorial works,Hill Memorial Library: Special Collections,
lsu-sc-jja:24,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Photographed with a large format 4 in x 5in view camera outfitted with a Better Light Precision Digital Imaging back|Photographed with a large format 4 in x 5in view camera outfitted with a Better Light Precision Digital Imaging back,30in x 40in,Engravings|Engravings|Engravings|Engravings|Engravings|Engravings|Engravings,,,,aud00003|20003,,,,,LUU,Water-colored engraving with aquatint,,LSU Libraries,,"John James Audubon in Louisiana, Louisiana Digital Library, Baton Rouge, La.",11/14/18,Debbie Cannon,2007-05-01|2007-05-01,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-jja:collection,,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,Birds|North America|Birds|Pictorial works,Hill Memorial Library: Special Collections,
lsu-sc-jja:27,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Photographed with large format 4in x 5: view camera outfitted with a Better Light Precision Digital Imaging back|Photographed with large format 4in x 5: view camera outfitted with a Better Light Precision Digital Imaging back,30in x 40in,Engravings|Engravings|Engravings|Engravings|Engravings|Engravings|Engravings,,,,aud00057|20055,,,,,LUU,Water-colored engraving with aquatint,,LSU Libraries,,"John James Audubon in Louisiana, Louisiana Digital Library, Baton Rouge, La.",11/14/18,Debbie Cannon,2007-04-27|2007-04-27,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-jja:collection,,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,Birds|North America|Birds|Pictorial works,Hill Memorial Library: Special Collections,
lsu-sc-jja:28,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.|Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.,30in x 40in,Engravings|Engravings|Engravings|Engravings|Engravings|Engravings|Engravings,,,,aud00007|20025,,,,,LUU,Water-colored engraving with aquatint,,LSU Libraries,,"John James Audubon in Louisiana, Louisiana Digital Library, Baton Rouge, La.",11/14/18,Lisa Lapointe,2007-05-07|2007-05-07,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-jja:collection,,"Physical rights are retained by the LSU Libraries.  Copyright of the original material is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,Birds|North America|Birds|Pictorial works,Hill Memorial Library: Special Collections,
lsu-sc-jja:29,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.|Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.,30in x 40 in,Engravings|Engravings|Engravings|Engravings|Engravings|Engravings|Engravings,,,,aud00002|20010,,,,,LUU,Water-colored engraving with aquatint,,LSU Libraries,,"John James Audubon in Louisiana, Louisiana Digital Library, Baton Rouge, La.",11/14/18,Aimee Everrett,2007-05-04|2007-05-04,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-jja:collection,,"Physical rights are retained by the LSU Libraries.  Copyright of the original material is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,Birds|North America|Birds|Pictorial works,Hill Memorial Library: Special Collections,
lsu-sc-jja:31,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.|Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.,30in x 40in,Engravings|Engravings|Engravings|Engravings|Engravings|Engravings|Engravings,,,,aud00010|20047,,,,,LUU,Water-colored engraving with aquatint,,LSU Libraries,,"John James Audubon in Louisiana, Louisiana Digital Library, Baton Rouge, La.",11/14/18,Lisa Lapointe,2007-05-07|2007-05-07,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-jja:collection,,"Physical rights are retained by the LSU Libraries.  Copyright of the original material is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,Birds|North America|Birds|Pictorial works,Hill Memorial Library: Special Collections,
lsu-sc-jja:33,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.|Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.,30in x 40in,Engravings|Engravings|Engravings|Engravings|Engravings|Engravings|Engravings,,,,aud00013|20077,,,,,LUU,Water-colored engraving with aquatint,,LSU Libraries,,"John James Audubon in Louisiana, Louisiana Digital Library, Baton Rouge, La.",11/14/18,Lisa Lapointe,2007-05-07|2007-05-07,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-jja:collection,,"Physical rights are retained by the LSU Libraries.  Copyright of the original material is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,Birds|North America|Birds|Pictorial works,Hill Memorial Library: Special Collections,
lsu-sc-jja:34,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back|Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back,30in x 40in,Engravings|Engravings|Engravings|Engravings|Engravings|Engravings|Engravings,,,,aud00019|20112,,,,,LUU,Water-colored engraving with aquatint,,LSU Libraries,,"John James Audubon in Louisiana, Louisiana Digital Library, Baton Rouge, La.",11/14/18,Debbie Cannon,2007-04-27|2007-04-27,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-jja:collection,,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,Birds|North America|Birds|Pictorial works,Hill Memorial Library: Special Collections,
lsu-sc-jja:3,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back|Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back,30in x 40in,Engravings|Engravings|Engravings|Engravings|Engravings|Engravings|Engravings,,,,aud00056|20049,,,,,LUU,Watercolored engraving with aquatint,,LSU Libraries,,"John James Audubon in Louisiana, Louisiana Digital Library, Baton Rouge, La.",11/14/18,Debbie Cannon,2007-05-01|2007-05-01,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-jja:collection,,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,Birds|North America|Birds|Pictorial works,Hill Memorial Library: Special Collections,
lsu-sc-jja:4,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.|Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.,30in x 40in,Engravings|Engravings|Engravings|Engravings|Engravings|Engravings|Engravings,,,,aud00004|20019,,,,,LUU,Water-colored engraving with aquatint,,LSU Libraries,,"John James Audubon in Louisiana, Louisiana Digital Library, Baton Rouge, La.",11/14/18,Lisa Lapointe,2007-05-07|2007-05-07,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-jja:collection,,"Physical rights are retained by the LSU Libraries.  Copyright of the original material is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,Birds|North America|Birds|Pictorial works,Hill Memorial Library: Special Collections,
lsu-sc-jja:5,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back|Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back,30in x 40in,Etchings|Etchings|Etchings|Etchings|Etchings|Etchings|Etchings,,,,aud00052|20034,,,,,LUU,Watercolored etching with aquatint,,LSU Libraries,,"John James Audubon in Louisiana, Louisiana Digital Library, Baton Rouge, La.",11/14/18,Debbie Cannon,2007-05-01|2007-05-01,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-jja:collection,,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries",,,,Birds|North America|Birds|Pictorial works,Hill Memorial Library: Special Collections,
lsu-sc-jja:7,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.|Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.,30in x 40in,Engravings|Engravings|Engravings|Engravings|Engravings|Engravings|Engravings,,,,aud00001|20006,,,,,LUU,Water-colored engraving with aquatint,,LSU Libraries,,"John James Audubon in Louisiana, Louisiana Digital Library, Baton Rouge, La.",11/14/18,Aimee Everrett,2007-05-04|2007-05-04,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-jja:collection,,"Physical rights are retained by the LSU Libraries.  Copyright of the original material is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,Birds|North America|Birds|Pictorial works,Hill Memorial Library: Special Collections,
lsu-sc-jja:8,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back|Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back,30in x 40in,Engravings|Engravings|Engravings|Engravings|Engravings|Engravings|Engravings,,,,aud00054|20027,,,,,LUU,Water-colored engraving with aquatint,,LSU Libraries,,"John James Audubon in Louisiana, Louisiana Digital Library, Baton Rouge, La.",11/14/18,Aimee Everrett,2007-04-27|2007-04-27,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-jja:collection,,"Physical rights are retained by the LSU Libraries.  Copyright of the original is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,Birds|North America|Birds|Pictorial works,Hill Memorial Library: Special Collections,
lsu-sc-jja:9,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.|Photographed with a large format 4in x 5in view camera outfitted with a Better Light Precision Digital Imaging back. Uploaded as jpeg 2000.,30in x 40in,Engravings|Engravings|Engravings|Engravings|Engravings|Engravings|Engravings,,,,aud00008|20037,,,,,LUU,Water-colored engraving with aquatint,,LSU Libraries,,"John James Audubon in Louisiana, Louisiana Digital Library, Baton Rouge, La.",11/14/18,Lisa Lapointe,2007-05-07|2007-05-07,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-jja:collection,,"Physical rights are retained by the LSU Libraries.  Copyright of the original material is retained in accordance with U.S. copyright laws.  Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,Birds|North America|Birds|Pictorial works,Hill Memorial Library: Special Collections,
lsu-sc-lmp:3,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,,,,,,,,,eng,,,LUU,,,LSU Libraries,,"Battle of Baton Rouge Fought on the 5th of August 1862, Mss. 4873, Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, La.",2018-12-11-06:00,,2009-07-20|2009-07-20,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-lmp:collection,,Physical rights are retained by the LSU Libraries. Copyright is retained in accordance with U. S. copyright laws.,,,"Baton Rouge (La.)|History|Civil War, 1861-1865|Baton Rouge (La.)|History|Siege, 1862|Louisiana|History|Civil War, 1861-1865|Campaigns","Baton Rouge, Battle of, Baton Rouge, La., 1862|Breckinridge, John C. (John Cabell), 1821-1875|Williams, Thomas, 1815-1862",,
lsu-sc-mdp:121,,Please submit an LSU Special Collections reference ticket at https://askus.lib.lsu.edu/special for any questions or comments about this digital object.,,,"2.5"" x 4.0"" (CDV studio card)",,,,,32410041,,eng,,,LUU,Albumen prints,,LSU Libraries,,"Marshall Dunham Photograph Album (Mss. 3241), Louisiana and Lower Mississippi Valley Collections, LSU Libraries, Baton Rouge, Louisiana, USA.",2018-12-05-06:00,,2005-10-27|2005-10-27,Transformed into MODS from extended Dublin Core by the LDL Development Team at Louisiana State University.,http://louisianadigitallibrary.org/islandora/object/lsu-sc-mdp:collection,http://www.lib.lsu.edu/sites/default/files/sc/findaid/3241.pdf,"Physical rights are retained by the LSU Libraries. Copyright of the original material is retained in accordance with U.S. copyright laws. Permission to reproduce this image must be requested through the Special Collections Division, Louisiana State University Libraries.",,,,"United States|History|Civil War, 1861-1865|Photographs|New Orleans (La.)|Photographs|Bayous|Louisiana|New Orleans|Photographs|Bridges|Louisiana|New Orleans|Photographs|McPherson, William D., photographer|McPherson & Oliver (Studio : New Orleans, La.)",Hill Memorial Library: Special Collections,
